,Unnamed: 0,Nursing Home Name,State,County,Connected_to,Strength,Connected_county,Connected_state
1148,1148,Grand Village,MN,Itasca ,Cornerstone Villa,1,MN,St Louis 
1150,1150,Mahnomen Health Center,MN,Mahnomen ,Jourdain Perpich Ext Care Fac,1,MN,Beltrami 
1152,1152,Evansville Care Center,MN,Douglas ,Glenwood Village Care Center,1,MN,Pope 
1153,1153,Evansville Care Center,MN,Douglas ,Knute Nelson,1,MN,Douglas 
1154,1154,Maplewood Care Center,MN,Ramsey ,Gables Of Boutwells Landing,1,MN,Washington 
1155,1155,Maplewood Care Center,MN,Ramsey ,Woodbury Health Care Center,1,MN,Washington 
1156,1156,Essentia Health - Homestead,MN,Itasca ,Essentia Health Virginia Care Cent,2,MN,St Louis 
1157,1157,Essentia Health - Homestead,MN,Itasca ,The Emeralds at Grand Rapids,1,MN,Itasca 
1158,1158,Pierz Villa,MN,Morrison ,Little Falls Care Center,1,MN,Morrison 
1159,1159,Pierz Villa,MN,Morrison ,Centracare Health System - Long Prairie,1,MN,Todd 
1160,1160,Zumbrota Care Center,MN,Goodhue ,Charter House,1,MN,Olmsted 
1161,1161,Zumbrota Care Center,MN,Goodhue ,Pine Haven Care Center,1,MN,Goodhue 
1162,1162,Good Samaritan Society - Blackduck,MN,Beltrami ,Havenwood Care Center,1,MN,Beltrami 
1163,1163,Good Samaritan Society - Blackduck,MN,Beltrami ,Neilson Place,1,MN,Beltrami 
1164,1164,Courage Kenny Rehabilitation Institutes Trp,MN,Hennepin ,Mission Nursing Home,1,MN,Hennepin 
1165,1165,Courage Kenny Rehabilitation Institutes Trp,MN,Hennepin ,Jones Harrison Residence,1,MN,Hennepin 
1166,1166,St Anthony Park Home,MN,Ramsey ,Capitol View Transitional Care Center,2,MN,Ramsey 
1167,1167,St Anthony Park Home,MN,Ramsey ,St Therese Home,1,MN,Hennepin 
1168,1168,The Estates at Chateau,MN,Hennepin ,The Estates at Roseville,1,MN,Ramsey 
1169,1169,The Estates at Chateau,MN,Hennepin ,Walker Methodist Health Center,1,MN,Hennepin 
1170,1170,Good Samaritan Society - Mary Jane Brown,MN,Rock ,Mn Veterans Home - Luverne,2,MN,Rock 
1171,1171,Good Samaritan Society - Mary Jane Brown,MN,Rock ,Edgebrook Care Center,1,MN,Pipestone 
1172,1172,The Waterview Woods,MN,St Louis ,Essentia Health Virginia Care Cent,1,MN,St Louis 
1173,1173,The Waterview Woods,MN,St Louis ,The Waterview Pines,1,MN,St Louis 
1174,1174,Lakeshore Inn Nursing Home,MN,Waseca ,Whispering Creek,2,MN,Waseca 
1175,1175,Lakeshore Inn Nursing Home,MN,Waseca ,Koda Living Community,1,MN,Steele 
1176,1176,Gracepointe Crossing Gables,MN,Isanti ,Little Falls Care Center,1,MN,Morrison 
1177,1177,Gracepointe Crossing Gables,MN,Isanti ,Presbyterian Homes Of North Oaks,1,MN,Ramsey 
1178,1178,Good Samaritan Society - Comforcare,MN,Mower ,St Marks Living,1,MN,Mower 
1179,1179,Good Samaritan Society - Comforcare,MN,Mower ,Ostrander Care and Rehab,1,MN,Fillmore 
1182,1182,Field Crest Care Center,MN,Dodge ,Edenbrook Of Rochester,1,MN,Olmsted 
1183,1183,Field Crest Care Center,MN,Dodge ,Fairview Care Center,1,MN,Dodge 
1184,1184,Bethany Residence and Rehabilitation Center,MN,Hennepin ,Bywood East Health Care,1,MN,Hennepin 
1185,1185,Bethany Residence and Rehabilitation Center,MN,Hennepin ,Anoka Rehabilitation and Living Center,1,MN,Anoka 
1186,1186,Good Shepherd Lutheran Home,MN,Fillmore ,Lake Winona Manor,2,MN,Winona 
1187,1187,Shakopee Friendship Manor,MN,Scott ,Good Samaritan Society - Waconia and Westview Acre,1,MN,Carver 
1188,1188,Shakopee Friendship Manor,MN,Scott ,Sholom Home West,1,MN,Hennepin 
1189,1189,Halstad Living Center,MN,Norman ,Benedictine Care Community,1,MN,Norman 
1191,1191,Edgebrook Care Center,MN,Pipestone ,Good Samaritan Society - Mary Jane Brown,1,MN,Rock 
1192,1192,Aicota Health Care Center,MN,Aitkin ,Aitkin Health Services,1,MN,Aitkin 
1193,1193,Haven Homes Of Maple Plain,MN,Hennepin ,Park View Care Center,1,MN,Wright 
1194,1194,Perham Living,MN,Otter Tail ,Knute Nelson,1,MN,Douglas 
1195,1195,Mn Veterans Home - Luverne,MN,Rock ,Good Samaritan Society - Mary Jane Brown,2,MN,Rock 
1196,1196,Catholic Eldercare On Main,MN,Hennepin ,St Anthony Health and Rehabilitation,1,MN,Ramsey 
1197,1197,The Estates at Greeley,MN,Washington ,Parmly On The Lake,1,MN,Chisago 
1198,1198,Crossroads Care Center,MN,Nobles ,South Shore Care Center,3,MN,Nobles 
1199,1199,Littlefork Medical Center,MN,Koochiching ,Good Samaritan Society - International Falls,1,MN,Koochiching 
1200,1200,Cornerstone Villa,MN,St Louis ,Grand Village,1,MN,Itasca 
1201,1201,Lb Broen Home,MN,Otter Tail ,Glenwood Village Care Center,1,MN,Pope 
1202,1202,Carondelet Village Care Center,MN,Ramsey ,Presbyterian Homes Of Bloomington,1,MN,Hennepin 
1203,1203,Good Samaritan Society - Albert Lea,MN,Freeborn ,Thorne Crest Retirement Center,1,MN,Freeborn 
1204,1204,Whispering Creek,MN,Waseca ,Lakeshore Inn Nursing Home,2,MN,Waseca 
1205,1205,Hayes Residence,MN,Ramsey ,Camilia Rose Care Center,1,MN,Anoka 
1206,1206,The Estates at Rush City,MN,Chisago ,Parmly On The Lake,3,MN,Chisago 
1207,1207,Sacred Heart Care Center,MN,Mower ,Prairie Manor Care Center,1,MN,Steele 
1208,1208,Sandstone Health Care Center,MN,Pine ,Ecumen North Branch,1,MN,Chisago 
1209,1209,Tweeten Lutheran Health Care Center,MN,Houston ,Gundersen Harmony Care Center,2,MN,Fillmore 
1210,1210,Green Lea Senior Living,MN,Fillmore ,Meadow Manor,1,MN,Mower 
1211,1211,South Shore Care Center,MN,Nobles ,Crossroads Care Center,3,MN,Nobles 
1212,1212,Good Samaritan Society - Pine River,MN,Cass ,Good Samaritan Society - Bethany,1,MN,Crow Wing 
1213,1213,Regina Senior Living,MN,Dakota ,Thorne Crest Retirement Center,1,MN,Freeborn 
1214,1214,Meadow Lane Rehabilitation and Healthcare Ctr,MN,Swift ,Moorhead Rehabilitation and Healthcare Center,1,MN,Clay 
1215,1215,Good Samaritan Society - Jackson,MN,Jackson ,Good Samaritan Society - Mountain Lake,1,MN,Cottonwood 
1216,1216,Lakeside Health Care Center,MN,Meeker ,Glencoe Regional Health Services,1,MN,McLeod 
1217,1217,Birchwood Health Care Center,MN,Washington ,Capitol View Transitional Care Center,1,MN,Ramsey 
1218,1218,Good Samaritan Society - Mountain Lake,MN,Cottonwood ,Good Samaritan Society - Jackson,1,MN,Jackson 
1219,1219,West Wind Village,MN,Stevens ,Capitol View Transitional Care Center,1,MN,Ramsey 
1220,1220,Saint Anne Extended Healthcare,MN,Winona ,Lake Winona Manor,2,MN,Winona 
1221,1221,Appleton Area Health,MN,Swift ,Charter House,1,MN,Olmsted 
1222,1222,Sauer Health Care,MN,Winona ,Lake Winona Manor,1,MN,Winona 
1223,1223,Divine Providence Health Center,MN,Lincoln ,Avera Sunrise Manor,1,MN,Lincoln 
1224,1224,Meadows On Fairview,MN,Chisago ,Ecumen North Branch,2,MN,Chisago 
1225,1225,St Lukes Lutheran Care Center,MN,Faribault ,Mapleton Community Home,1,MN,Blue Earth 
1226,1226,Valley Care and Rehab,MN,Clay ,Pelican Valley Health Center,1,MN,Otter Tail 
1228,1228,Franciscan Health Center,MN,St Louis ,Viewcrest Health Center,1,MN,St Louis 
1229,1229,Galeon,MN,Douglas ,Centracare Health System-Sauk Centre Nursing Home,1,MN,Stearns 
1231,1231,Highland Chateau Health Care Center,MN,Ramsey ,St Anthony Health and Rehabilitation,1,MN,Ramsey 
1232,1232,Three Links Care Center,MN,Rice ,Northfield Hospital Long Term Care Center,2,MN,Dakota 
1233,1233,Sterling Park Health Care Center,MN,Stearns ,Talahi Nursing and Rehab Center,1,MN,Sherburne 
1234,1234,Meadow Manor,MN,Mower ,Green Lea Senior Living,1,MN,Fillmore 
1235,1235,Anoka Rehabilitation and Living Center,MN,Anoka ,Bethany Residence and Rehabilitation Center,1,MN,Hennepin 
1236,1236,St Therese Tcu North,MN,Hennepin ,Capitol View Transitional Care Center,1,MN,Ramsey 
1237,1237,Good Samaritan Society - Howard Lake,MN,Wright ,Cokato Manor,1,MN,Wright 
1238,1238,Cornerstone Nsg and Rehab Center,MN,Clearwater ,Essentia Health Fosston,1,MN,Polk 
1239,1239,Assumption Home,MN,Stearns ,Cuyuna Regional Medical Center,1,MN,Crow Wing 
1240,1240,Pioneer Memorial Care Center,MN,Polk ,Villa St Vincent,1,MN,Polk 
1241,1241,Aitkin Health Services,MN,Aitkin ,Aicota Health Care Center,1,MN,Aitkin 
1242,1242,Cokato Manor,MN,Wright ,Good Samaritan Society - Howard Lake,1,MN,Wright 
1243,1243,Oakland Park Communities,MN,Pennington ,Thief River Care Center,1,MN,Pennington 
1244,1244,Cook Community Hospital C&Nc,MN,St Louis ,Essentia Health Virginia Care Cent,2,MN,St Louis 
1245,1245,Bethany On The Lake,MN,Douglas ,Knute Nelson,2,MN,Douglas 
1246,1246,Gundersen Harmony Care Center,MN,Fillmore ,Tweeten Lutheran Health Care Center,2,MN,Houston 
1247,1247,St Johns On Fountain Lake,MN,Freeborn ,St Johns Lutheran Home,3,MN,Freeborn 
